"","Mun","Num_Mun","R-U","Grado","Gen","Situ","Edad","Etnia","Disc","Cocina","Pintura","Aseo","Ropa","Jardineria","ID","Rating"
"2991","573","PUERTO PARRA","RURAL","5","M","EN SITUACION DE DESPLAZAMIENTO",13,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,1,0,2991,97
"2992","573","PUERTO PARRA","RURAL","5","M","EN SITUACION DE DESPLAZAMIENTO",12,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,1,1,0,2992,89
"2993","573","PUERTO PARRA","RURAL","5","M","EN SITUACION DE DESPLAZAMIENTO",10,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,1,0,2993,79
"2994","573","PUERTO PARRA","RURAL","5","M","EN SITUACION DE DESPLAZAMIENTO",10,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,0,0,2994,89
"2995","573","PUERTO PARRA","RURAL","6","M","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,0,1,2995,78
"2996","573","PUERTO PARRA","RURAL","6","M","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,0,1,2996,72
"2997","573","PUERTO PARRA","RURAL","6","M","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,1,1,2997,100
"2998","573","PUERTO PARRA","RURAL","6","M","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,1,0,2998,96
"2999","573","PUERTO PARRA","RURAL","6","M","EN SITUACION DE DESPLAZAMIENTO",14,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,0,0,0,2999,86
"3000","573","PUERTO PARRA","RURAL","6","M","EN SITUACION DE DESPLAZAMIENTO",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,1,1,3000,77
"3001","573","PUERTO PARRA","RURAL","6","M","EN SITUACION DE DESPLAZAMIENTO",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,0,0,3001,92
"3002","573","PUERTO PARRA","RURAL","6","F","EN SITUACION DE DESPLAZAMIENTO",16,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,1,1,3002,76
"3003","573","PUERTO PARRA","RURAL","6","M","EN SITUACION DE DESPLAZAMIENTO",17,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,1,1,3003,71
"3004","573","PUERTO PARRA","RURAL","7","M","EN SITUACION DE DESPLAZAMIENTO",16,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,1,0,3004,96
"3005","573","PUERTO PARRA","RURAL","7","F","EN SITUACION DE DESPLAZAMIENTO",17,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,1,0,0,3005,98
"3006","573","PUERTO PARRA","RURAL","7","F","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,0,0,3006,99
"3007","573","PUERTO PARRA","RURAL","7","F","EN SITUACION DE DESPLAZAMIENTO",13,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,1,1,0,3007,84
"3008","573","PUERTO PARRA","RURAL","7","M","EN SITUACION DE DESPLAZAMIENTO",12,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,0,1,0,3008,74
"3009","573","PUERTO PARRA","RURAL","7","F","EN SITUACION DE DESPLAZAMIENTO",12,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,0,0,3009,99
"3010","573","PUERTO PARRA","RURAL","7","F","EN SITUACION DE DESPLAZAMIENTO",12,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,1,0,0,3010,86
"3011","573","PUERTO PARRA","RURAL","7","F","EN SITUACION DE DESPLAZAMIENTO",12,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,1,0,0,3011,81
"3012","573","PUERTO PARRA","RURAL","7","F","EN SITUACION DE DESPLAZAMIENTO",13,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,0,1,3012,70
"3013","573","PUERTO PARRA","RURAL","8","M","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,1,1,3013,100
"3014","573","PUERTO PARRA","RURAL","8","M","EN SITUACION DE DESPLAZAMIENTO",14,"ZENÚ","NO TIENE DISCAPACIDAD",0,0,1,1,0,3014,100
"3015","573","PUERTO PARRA","RURAL","8","F","EN SITUACION DE DESPLAZAMIENTO",13,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,0,0,3015,99
"3016","573","PUERTO PARRA","RURAL","8","F","EN SITUACION DE DESPLAZAMIENTO",13,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,1,1,3016,84
"3017","573","PUERTO PARRA","RURAL","9","M","EN SITUACION DE DESPLAZAMIENTO",16,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,0,1,3017,89
"3018","573","PUERTO PARRA","RURAL","9","M","EN SITUACION DE DESPLAZAMIENTO",17,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,0,1,1,3018,85
"3019","573","PUERTO PARRA","RURAL","9","M","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,1,0,3019,83
"3020","573","PUERTO PARRA","RURAL","9","F","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,0,1,3020,89
"3021","573","PUERTO PARRA","RURAL","9","F","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,1,0,3021,99
"3022","573","PUERTO PARRA","RURAL","9","F","EN SITUACION DE DESPLAZAMIENTO",14,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,0,0,3022,98
"3023","573","PUERTO PARRA","RURAL","9","F","EN SITUACION DE DESPLAZAMIENTO",14,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,1,0,0,3023,96
"3024","573","PUERTO PARRA","RURAL","9","M","HIJOS DE ADULTOS DESMOVILIZADO",20,"NINGUN GRUPO ETNICO","SORDOS LENGUA DE SEÑAS",0,1,0,1,0,3024,70
"3025","573","PUERTO PARRA","RURAL","1","M","EN SITUACION DE DESPLAZAMIENTO",7,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,0,1,0,3025,95
"3026","573","PUERTO PARRA","RURAL","1","M","EN SITUACION DE DESPLAZAMIENTO",7,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,1,1,3026,94
"3027","573","PUERTO PARRA","RURAL","2","F","EN SITUACION DE DESPLAZAMIENTO",8,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,1,1,0,3027,89
"3028","573","PUERTO PARRA","RURAL","3","F","EN SITUACION DE DESPLAZAMIENTO",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,1,0,3028,99
"3029","573","PUERTO PARRA","RURAL","5","F","EN SITUACION DE DESPLAZAMIENTO",14,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,1,0,3029,88
"3030","573","PUERTO PARRA","RURAL","3","F","EN SITUACION DE DESPLAZAMIENTO",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,1,1,1,3030,100
"3031","573","PUERTO PARRA","RURAL","5","M","HIJOS DE ADULTOS DESMOVILIZADO",13,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,1,1,1,3031,96
"3032","573","PUERTO PARRA","RURAL","5","M","VICTIMAS DE MINAS",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,1,0,3032,86
"3033","573","PUERTO PARRA","RURAL","1","M","EN SITUACION DE DESPLAZAMIENTO",8,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,1,0,0,3033,91
"3034","573","PUERTO PARRA","RURAL","23","M","EN SITUACION DE DESPLAZAMIENTO",16,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,1,0,3034,91
"3035","573","PUERTO PARRA","RURAL","23","M","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,1,0,1,3035,100
"3036","573","PUERTO PARRA","RURAL","24","F","EN SITUACION DE DESPLAZAMIENTO",19,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,0,0,0,3036,80
"3037","573","PUERTO PARRA","RURAL","24","M","EN SITUACION DE DESPLAZAMIENTO",17,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,0,0,3037,76
"3038","573","PUERTO PARRA","RURAL","24","M","EN SITUACION DE DESPLAZAMIENTO",16,"NEGRITUDES","NO TIENE DISCAPACIDAD",1,1,0,1,1,3038,81
"3039","573","PUERTO PARRA","RURAL","24","F","EN SITUACION DE DESPLAZAMIENTO",17,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,1,1,3039,87
"3040","573","PUERTO PARRA","RURAL","24","F","EN SITUACION DE DESPLAZAMIENTO",18,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,0,1,1,3040,71
"3041","573","PUERTO PARRA","RURAL","25","F","EN SITUACION DE DESPLAZAMIENTO",22,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,0,1,3041,89
"3042","573","PUERTO PARRA","RURAL","25","M","EN SITUACION DE DESPLAZAMIENTO",18,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,1,1,0,3042,97
"3043","573","PUERTO PARRA","RURAL","25","M","EN SITUACION DE DESPLAZAMIENTO",21,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,1,0,1,3043,98
"3044","573","PUERTO PARRA","RURAL","25","M","EN SITUACION DE DESPLAZAMIENTO",24,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,1,0,0,3044,91
"3045","573","PUERTO PARRA","RURAL","25","M","EN SITUACION DE DESPLAZAMIENTO",20,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,1,0,1,3045,85
"3046","573","PUERTO PARRA","RURAL","25","F","EN SITUACION DE DESPLAZAMIENTO",25,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,0,0,3046,79
"3047","573","PUERTO PARRA","RURAL","25","M","EN SITUACION DE DESPLAZAMIENTO",19,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,0,0,3047,77
"3048","575","PUERTO WILCHES","URBANA","0","M","EN SITUACION DE DESPLAZAMIENTO",5,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,0,0,3048,78
"3049","575","PUERTO WILCHES","URBANA","3","M","EN SITUACION DE DESPLAZAMIENTO",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,1,0,3049,77
"3050","575","PUERTO WILCHES","URBANA","3","F","EN SITUACION DE DESPLAZAMIENTO",10,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,1,1,0,3050,89
"3051","575","PUERTO WILCHES","URBANA","3","F","EN SITUACION DE DESPLAZAMIENTO",10,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,1,1,3051,76
"3052","575","PUERTO WILCHES","URBANA","3","F","EN SITUACION DE DESPLAZAMIENTO",9,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,1,1,3052,88
"3053","575","PUERTO WILCHES","URBANA","3","F","EN SITUACION DE DESPLAZAMIENTO",8,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,1,1,3053,89
"3054","575","PUERTO WILCHES","URBANA","3","F","EN SITUACION DE DESPLAZAMIENTO",9,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,0,0,3054,81
"3055","575","PUERTO WILCHES","URBANA","4","M","EN SITUACION DE DESPLAZAMIENTO",13,"NINGUN GRUPO ETNICO","PSICOSOCIAL",1,0,0,0,1,3055,83
"3056","575","PUERTO WILCHES","URBANA","4","M","EN SITUACION DE DESPLAZAMIENTO",14,"NINGUN GRUPO ETNICO","SORDOMUDO",0,0,1,1,0,3056,85
"3057","575","PUERTO WILCHES","URBANA","4","F","EN SITUACION DE DESPLAZAMIENTO",13,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,1,0,3057,78
"3058","575","PUERTO WILCHES","URBANA","4","F","EN SITUACION DE DESPLAZAMIENTO",10,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,1,0,1,3058,97
"3059","575","PUERTO WILCHES","URBANA","4","M","EN SITUACION DE DESPLAZAMIENTO",12,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,1,1,3059,73
"3060","575","PUERTO WILCHES","URBANA","4","M","EN SITUACION DE DESPLAZAMIENTO",12,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,1,1,0,3060,95
"3061","575","PUERTO WILCHES","URBANA","4","M","EN SITUACION DE DESPLAZAMIENTO",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,1,0,0,3061,87
"3062","575","PUERTO WILCHES","URBANA","4","M","EN SITUACION DE DESPLAZAMIENTO",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,1,1,0,3062,92
"3063","575","PUERTO WILCHES","URBANA","4","M","EN SITUACION DE DESPLAZAMIENTO",10,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,1,0,3063,88
"3064","575","PUERTO WILCHES","URBANA","5","F","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,0,0,3064,75
"3065","575","PUERTO WILCHES","URBANA","5","M","EN SITUACION DE DESPLAZAMIENTO",13,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,0,0,3065,81
"3066","575","PUERTO WILCHES","URBANA","5","M","EN SITUACION DE DESPLAZAMIENTO",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,0,1,0,3066,90
"3067","575","PUERTO WILCHES","URBANA","5","M","EN SITUACION DE DESPLAZAMIENTO",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,1,1,0,3067,74
"3068","575","PUERTO WILCHES","URBANA","5","F","EN SITUACION DE DESPLAZAMIENTO",10,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,0,1,3068,88
"3069","575","PUERTO WILCHES","URBANA","5","F","EN SITUACION DE DESPLAZAMIENTO",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,0,0,3069,79
"3070","575","PUERTO WILCHES","URBANA","5","F","EN SITUACION DE DESPLAZAMIENTO",13,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,1,0,3070,79
"3071","575","PUERTO WILCHES","URBANA","5","F","EN SITUACION DE DESPLAZAMIENTO",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,0,0,0,3071,70
"3072","575","PUERTO WILCHES","URBANA","6","F","EN SITUACION DE DESPLAZAMIENTO",14,"NEGRITUDES","NO TIENE DISCAPACIDAD",0,1,1,1,1,3072,89
"3073","575","PUERTO WILCHES","URBANA","6","F","EN SITUACION DE DESPLAZAMIENTO",12,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,1,0,3073,99
"3074","575","PUERTO WILCHES","URBANA","6","F","EN SITUACION DE DESPLAZAMIENTO",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,0,0,1,3074,73
"3075","575","PUERTO WILCHES","URBANA","6","F","EN SITUACION DE DESPLAZAMIENTO",12,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,1,0,3075,81
"3076","575","PUERTO WILCHES","URBANA","6","F","EN SITUACION DE DESPLAZAMIENTO",10,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,1,0,0,3076,96
"3077","575","PUERTO WILCHES","URBANA","7","F","EN SITUACION DE DESPLAZAMIENTO",18,"NINGUN GRUPO ETNICO","DEFICIENCIA COGNITIVA",1,0,0,1,1,3077,97
"3078","575","PUERTO WILCHES","URBANA","7","M","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,0,1,1,3078,72
"3079","575","PUERTO WILCHES","URBANA","7","M","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,1,0,1,3079,88
"3080","575","PUERTO WILCHES","URBANA","7","F","EN SITUACION DE DESPLAZAMIENTO",13,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,1,0,0,3080,80
"3081","575","PUERTO WILCHES","URBANA","7","M","EN SITUACION DE DESPLAZAMIENTO",14,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,0,1,3081,95
"3082","575","PUERTO WILCHES","URBANA","7","M","EN SITUACION DE DESPLAZAMIENTO",13,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,1,1,1,3082,100
"3083","575","PUERTO WILCHES","URBANA","7","M","EN SITUACION DE DESPLAZAMIENTO",13,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,1,0,1,3083,93
"3084","575","PUERTO WILCHES","URBANA","7","F","EN SITUACION DE DESPLAZAMIENTO",12,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,0,0,1,3084,80
"3085","575","PUERTO WILCHES","URBANA","7","M","EN SITUACION DE DESPLAZAMIENTO",14,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,0,1,3085,99
"3086","575","PUERTO WILCHES","URBANA","7","F","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,0,0,3086,75
"3087","575","PUERTO WILCHES","URBANA","7","F","EN SITUACION DE DESPLAZAMIENTO",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,0,1,3087,76
"3088","575","PUERTO WILCHES","URBANA","8","F","EN SITUACION DE DESPLAZAMIENTO",16,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,1,1,3088,73
"3089","575","PUERTO WILCHES","URBANA","8","F","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,0,1,3089,71
"3090","575","PUERTO WILCHES","URBANA","8","F","EN SITUACION DE DESPLAZAMIENTO",14,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,1,0,1,3090,77
"3091","575","PUERTO WILCHES","URBANA","8","F","EN SITUACION DE DESPLAZAMIENTO",14,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,1,1,3091,95
"3092","575","PUERTO WILCHES","URBANA","9","F","EN SITUACION DE DESPLAZAMIENTO",15,"NEGRITUDES","NO TIENE DISCAPACIDAD",0,0,0,0,0,3092,82
"3093","575","PUERTO WILCHES","URBANA","9","M","EN SITUACION DE DESPLAZAMIENTO",16,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,1,0,3093,84
"3094","575","PUERTO WILCHES","URBANA","9","F","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,1,1,3094,72
"3095","575","PUERTO WILCHES","URBANA","9","F","EN SITUACION DE DESPLAZAMIENTO",14,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,0,0,3095,82
"3096","575","PUERTO WILCHES","URBANA","9","F","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,0,1,3096,96
"3097","575","PUERTO WILCHES","URBANA","9","F","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,1,1,0,3097,100
"3098","575","PUERTO WILCHES","URBANA","9","F","EN SITUACION DE DESPLAZAMIENTO",14,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,1,0,1,3098,82
"3099","575","PUERTO WILCHES","URBANA","9","M","EN SITUACION DE DESPLAZAMIENTO",14,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,0,1,3099,89
"3100","575","PUERTO WILCHES","URBANA","9","F","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,1,0,1,3100,84
"3101","575","PUERTO WILCHES","URBANA","1","M","EN SITUACION DE DESPLAZAMIENTO",11,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,1,1,3101,72
"3102","575","PUERTO WILCHES","URBANA","1","M","EN SITUACION DE DESPLAZAMIENTO",8,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,1,1,0,3102,86
"3103","575","PUERTO WILCHES","URBANA","1","F","EN SITUACION DE DESPLAZAMIENTO",7,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,0,1,3103,87
"3104","575","PUERTO WILCHES","URBANA","1","M","EN SITUACION DE DESPLAZAMIENTO",7,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,1,0,3104,99
"3105","575","PUERTO WILCHES","URBANA","1","F","EN SITUACION DE DESPLAZAMIENTO",7,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,0,0,3105,84
"3106","575","PUERTO WILCHES","URBANA","1","F","EN SITUACION DE DESPLAZAMIENTO",6,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,0,0,1,3106,75
"3107","575","PUERTO WILCHES","URBANA","1","M","EN SITUACION DE DESPLAZAMIENTO",6,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,0,0,3107,76
"3108","575","PUERTO WILCHES","URBANA","1","F","EN SITUACION DE DESPLAZAMIENTO",6,"NINGUN GRUPO ETNICO","SORDOCEGUERA",0,0,0,0,1,3108,72
"3109","575","PUERTO WILCHES","URBANA","1","F","EN SITUACION DE DESPLAZAMIENTO",7,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,1,1,1,3109,72
"3110","575","PUERTO WILCHES","URBANA","10","M","EN SITUACION DE DESPLAZAMIENTO",17,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,1,1,3110,87
"3111","575","PUERTO WILCHES","URBANA","10","F","EN SITUACION DE DESPLAZAMIENTO",17,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,1,1,3111,76
"3112","575","PUERTO WILCHES","URBANA","10","F","EN SITUACION DE DESPLAZAMIENTO",16,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,0,0,3112,93
"3113","575","PUERTO WILCHES","URBANA","10","F","EN SITUACION DE DESPLAZAMIENTO",17,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,0,0,3113,73
"3114","575","PUERTO WILCHES","URBANA","10","M","EN SITUACION DE DESPLAZAMIENTO",17,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,0,0,3114,78
"3115","575","PUERTO WILCHES","URBANA","10","F","EN SITUACION DE DESPLAZAMIENTO",16,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,1,1,3115,97
"3116","575","PUERTO WILCHES","URBANA","10","F","EN SITUACION DE DESPLAZAMIENTO",16,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,1,1,3116,94
"3117","575","PUERTO WILCHES","URBANA","11","M","EN SITUACION DE DESPLAZAMIENTO",18,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,1,1,1,3117,97
"3118","575","PUERTO WILCHES","URBANA","11","F","EN SITUACION DE DESPLAZAMIENTO",16,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,0,1,0,3118,88
"3119","575","PUERTO WILCHES","URBANA","11","F","EN SITUACION DE DESPLAZAMIENTO",18,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,0,0,0,3119,88
"3120","575","PUERTO WILCHES","URBANA","11","M","EN SITUACION DE DESPLAZAMIENTO",19,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,1,0,1,3120,97
"3121","575","PUERTO WILCHES","URBANA","2","F","EN SITUACION DE DESPLAZAMIENTO",10,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,1,0,1,3121,76
"3122","575","PUERTO WILCHES","URBANA","2","M","EN SITUACION DE DESPLAZAMIENTO",8,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,0,1,0,3122,91
"3123","575","PUERTO WILCHES","URBANA","2","F","EN SITUACION DE DESPLAZAMIENTO",8,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,1,1,0,0,3123,97
"3124","575","PUERTO WILCHES","URBANA","2","M","EN SITUACION DE DESPLAZAMIENTO",7,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,1,1,3124,92
"3125","575","PUERTO WILCHES","URBANA","2","F","EN SITUACION DE DESPLAZAMIENTO",8,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,1,0,3125,99
"3126","575","PUERTO WILCHES","URBANA","2","M","EN SITUACION DE DESPLAZAMIENTO",7,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,1,1,3126,86
"3127","575","PUERTO WILCHES","URBANA","2","F","EN SITUACION DE DESPLAZAMIENTO",7,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,1,1,0,3127,79
"3128","575","PUERTO WILCHES","URBANA","2","M","EN SITUACION DE DESPLAZAMIENTO",7,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",0,0,1,1,1,3128,70
"3129","575","PUERTO WILCHES","URBANA","6","F","EN SITUACION DE DESPLAZAMIENTO",15,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,0,1,1,1,3129,93
"3130","575","PUERTO WILCHES","URBANA","6","M","EN SITUACION DE DESPLAZAMIENTO",14,"NINGUN GRUPO ETNICO","NO TIENE DISCAPACIDAD",1,1,0,1,1,3130,96
"3131","575","PUERTO WILCHES","URBANA","6","F","EN SITUACION DE DESPLAZAMIENTO",14,"NINGUN GRUPO ETNICO","DEFICIENCIA COGNITIVA",1,0,0,0,1,3131,87
